,Rate,Adult Occupant,Child Occupant,Vulnerable Road Users,Safety Assist,Tested Model,Body Type,Year Of Publication,Kerb Weight,VIN From Which Rating Applies,Class,Front Airbag-Driver,Belt Pretensioner-Driver,Belt Loadlimiter-Driver,Knee Airbag-Driver,Side Head Airbag-Driver,Side Chest Airbag-Driver,Side Pelvis Airbag-Driver,Centre Airbag-Driver,Isofix/i-Size-Driver,Integrated Child Seat-Driver,Airbag cut-off switch-Driver,Seatbelt Reminder-Driver,Front Airbag-Passenger,Belt Pretensioner-Passenger,Belt Loadlimiter-Passenger,Knee Airbag-Passenger,Side Head Airbag-Passenger,Side Chest Airbag-Passenger,Side Pelvis Airbag-Passenger,Centre Airbag-Passenger,Isofix/i-Size-Passenger,Integrated Child Seat-Passenger,Airbag cut-off switch-Passenger,Seatbelt Reminder-Passenger,Front Airbag-Rear,Belt Pretensioner-Rear,Belt Loadlimiter-Rear,Knee Airbag-Rear,Side Head Airbag-Rear,Side Chest Airbag-Rear,Side Pelvis Airbag-Rear,Centre Airbag-Rear,Isofix/i-Size-Rear,Integrated Child Seat-Rear,Airbag cut-off switch-Rear,Seatbelt Reminder-Rear,Active Bonnet,AEB Vulnerable Road Users,AEB Pedestrian - Reverse,AEB Car-to-Car,Speed Assistance,Lane Assist System
228,5,93%,81%,nan,82%,"Kia Stinger 2.2 CRDi, GT-Line, LHD",- 5 door fastback,2017,1806kg,- all Stingers,Executive,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Not_Available,Fitted_Standard,nan,nan,nan,Fitted_Standard,Fitted_Standard
229,3,85%,84%,nan,25%,"Kia Rio 1.2 GLS, LHD",- 5 door hatchback,2017,1070kg,- all Stonics,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Fitted,Not_Fitted
230,5,93%,84%,nan,59%,"Kia Rio 1.2 GLS, LHD",- 5 door hatchback,2017,1070kg,- all Stonics with 'Advanced Driving Assistance Pack',Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Fitted,Fitted_Safety_Pack
231,3,71%,51%,nan,29%,MG ZS,- 5 door SUV,2017,1204kg,- all ZSs,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Not_Available,Not_Available,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Not_Available,Not_Available,nan,nan,nan,Fitted_Standard,Not_Available
232,3,61%,60%,nan,25%,"Opel Karl 1.0 'Enjoy', LHD",- 5 door hatchback,2017,920kg,- all Karls,Supermini,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Applicable,Fitted_Standard,Fitted_Standard,Not_Applicable,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Fitted,Not_Fitted
233,3,74%,63%,nan,25%,"Toyota Aygo 1.0 x-play, LHD",- 5 door hatchback,2017,910kg,- JTDKGNEC60N317420,Supermini,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Not_Available,Not_Available,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Fitted,Not_Fitted
234,4,82%,63%,nan,57%,"Toyota Aygo 1.0 x-play, LHD",- 5 door hatchback,2017,910kg,"- JTDKGNEC60N317420, with 'Toyota Safety Sense'",Supermini,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Not_Available,Not_Available,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Fitted,Fitted_Safety_Pack
235,5,83%,80%,nan,57%,Toyota Yaris Hybrid,- 5 door hatchback,2017,1155kg,-,Supermini,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Fitted,Fitted_Standard
236,5,93%,84%,nan,58%,"BMW X3 2.0d, LHD",- 5 door SUV,2017,1825kg,- all X3s and X4s,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Fitted_Standard,nan,nan,nan,Fitted_Standard,Not_Fitted
237,3,74%,78%,nan,25%,"Citroën e-Mehari, LHD",- 3 door hatchback,2017,1483kg,- all e-Meharis,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Available,Not_Available,Not_Available,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Not_Available,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Available,Not_Available
238,5,91%,87%,nan,76%,"DS 7 Crossback BlueHDi 1,5l Manual 6 'Be Chic', LHD",- 5 door SUV,2017,1420kg,- all DS 7 Crossbacks,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Fitted,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Fitted,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
239,5,92%,75%,nan,88%,"Honda Civic 1.0 SE, RHD",- 5 door hatchback,2017,1292kg,"- all Civics built after 25th Sept 2017, from SHHFK6**0HU014114 and SHHFK7**0HU011421",Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
240,5,86%,87%,nan,72%,"Jaguar E-Pace 2.0 diesel R Dynamic 'SE', RHD",- 5 door SUV,2017,1867kg,- all E-Paces,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Fitted_Standard,nan,nan,nan,Fitted_Standard,Fitted_Standard
241,5,90%,87%,nan,77%,"Mercedes-Benz X 250d 'POWER', LHD",- 4 door double cab,2017,2252kg,- all X-Class,Pick-up,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
242,5,95%,80%,nan,62%,"Porsche Cayenne 3.0 diesel, LHD",- 5 door SUV,2017,2169kg,- all Cayennes,Large Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Fitted,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Fitted_Standard,nan,nan,nan,Fitted_Standard,Not_Fitted
243,5,94%,89%,nan,68%,"Subaru Impreza 2.0i-S EyeSight, LHD",- 5 door hatchback,2017,1462kg,"- all Imprezas, including e-Boxer",Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Available,Fitted_Standard
244,5,94%,89%,nan,68%,"Subaru XV 2.0i-S EyeSight, LHD",- 5 door hatchback,2017,1462kg,- all XVs,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Available,Fitted_Standard
245,5,85%,82%,nan,60%,"Citroën C3 Aircross Feel Puretech 82, LHD",- 5 door MPV,2017,1126kg,- all C3 Aircross,Small MPV,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
246,5,97%,78%,nan,71%,"Mitsubishi Eclipse Cross 1.5 'Invite, 4x2, LHD",- 5 door SUV,2017,1425kg,- all Eclipse Cross,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
247,5,85%,84%,nan,57%,"Opel/Vauxhall Crossland X 1.2 'Edition', LHD",- 5 door SUV,2017,1163kg,- all Crossland X,Small MPV,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
248,5,95%,80%,nan,60%,"SEAT Arona 1.0 'Excellence', LHD",- 5 door hatchback,2017,1112kg,- all Aronas,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Not_Available
249,5,93%,79%,nan,58%,"Skoda Karoq 1.6 diesel 'Ambition', LHD",- 5 door SUV,2017,1365kg,- all Karoqs,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Fitted,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Not_Fitted
250,5,98%,87%,nan,95%,"Volvo XC60 D4 AWD Momentum, LHD",- 5 door SUV,2017,1873kg,- all XC60'S,Large Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Fitted,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
251,5,96%,85%,nan,59%,"VW Polo 1.0 TSI 'Comfortline', LHD",- 5 door hatchback,2017,1071kg,- all Polos,Supermini,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Not_Available
252,5,96%,87%,nan,71%,"Volkswagen T-Roc 1.0 TSI Comfortline, LHD",- 5 door SUV,2017,1250kg,- all T-Rocs,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Fitted,Fitted_Standard
253,5,93%,85%,nan,72%,"Range Rover Velar 2.0 diesel 4x4, RHD",- 5 door SUV,2017,1928kg,- all Velars,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
254,5,87%,84%,nan,60%,Ford Fiesta,- 5 door hatchback,2017,1150kg,- all Fiestas,Supermini,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
255,5,90%,83%,nan,59%,"Jeep Compass 4 x 4 Limited, 2.0, LHD",- 5 door SUV,2017,1575kg,- all Compass variants,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Not_Available,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
256,3,79%,64%,nan,25%,"Kia Picanto 1.0 GLS, LHD",- 5 door hatchback,2017,899kg,- all Picantos,Supermini,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Fitted,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Fitted,Not_Available
257,4,87%,64%,nan,47%,"Kia Picanto 1.0 GLS, LHD",- 5 door hatchback,2017,899kg,- all Picantos with optional safety pack,Supermini,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Fitted,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Fitted,Not_Available
258,3,85%,84%,nan,25%,"Kia Rio 1.2 GLS, LHD",- 5 door hatchback,2017,1040kg,- all Rios,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Fitted,Not_Fitted
259,5,93%,84%,nan,59%,"Kia Rio 1.2 GLS, LHD",- 5 door hatchback,2017,1040kg,- all Rios with optional safety pack,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Not_Fitted,Fitted_Safety_Pack
260,5,95%,80%,nan,59%,Mazda CX-5 Sports-Line,- 5 door SUV,2017,1645kg,- all CX-5s,Small Off-Road,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Not_Available,nan,nan,nan,Fitted_Standard,Not_Fitted
261,5,89%,79%,nan,53%,"Mercedes-Benz C 220d Cabriolet, LHD",- 2 door Cabriolet,2017,1745kg,- all variants from WDD2054862F593831 except some 4x4,Large Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Not_Available,Fitted_Standard,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Fitted_Standard,Fitted_Standard,nan,nan,nan,Fitted_Standard,Not_Fitted
262,4,82%,73%,nan,72%,"Opel Ampera-e, LHD",- 5 door hatchback,2017,1636kg,- all Ampera-e,Small Family Car,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Applicable,Not_Applicable,Not_Applicable,Fitted_Standard,Fitted_Standard,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Fitted_Standard,nan,Not_Available,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Fitted_Standard,Not_Available,Fitted_Standard,Not_Available,Not_Available,nan,Fitted_Standard,Not_Available,Not_Applicable,Not_Available,Not_Available,nan,nan,nan,Fitted_Standard,Fitted_Standard
